ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Number of Spots 561 Good- per Cell 561  - Mean per Well	Nuclei Final - Spot Area [px²]- Sum per Cell 561  - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Mean - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Sum - Mean per Well	Nuclei Final - Number of Micronuclei - Mean per Well	Number of Analyzed Fields	Link
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B2	2	2	1	1	1656	170.237966778	0.903219305161	6.24154589372	180.004830918	788.671527108	143156.246377	0.163043478261	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.2
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B3	2	3	1	1	1035	178.027625399	0.910294693022	5.82608695652	167.779710145	799.321972422	140680.486957	0.176811594203	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.3
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B4	2	4	1	1	970	202.691276907	0.909715839138	7.25154639175	208.73814433	1649.29414555	359169.723711	0.271134020619	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.4
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B5	2	5	1	1	988	173.992624302	0.89941076645	5.98076923077	172.4048583	768.210948176	133543.288462	0.243927125506	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.5
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B6	2	6	1	1	1077	180.595543882	0.910782857102	6.47168059424	186.408542247	889.425318197	175504.414113	0.209842154132	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.6
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B7	2	7	1	1	745	194.425522696	0.892173080684	6.95033557047	200.106040268	1000.7816767	217372.916779	0.495302013423	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.7
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B8	2	8	1	1	772	191.741525301	0.915669782977	6.31865284974	181.816062176	845.71189475	161337.677461	0.282383419689	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.8
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B9	2	9	1	1	976	183.204909607	0.909468335717	6.79200819672	195.417008197	787.474279897	158640.26332	0.234631147541	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.9
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B10	2	10	1	1	828	224.868121566	0.903790726701	6.73309178744	193.957729469	1086.94767794	222783.733092	0.363526570048	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.10
230922-sgEpi-nFISH	10301	HT001502	11051	2023-09-26T13:14:02Z	11101	B11	2	11	1	1	1055	175.54870418	0.895709607865	5.98483412322	172.072037915	900.224612259	158362.767773	0.339336492891	16	http://columbus-sg.nci.nih.gov/browse/measurement/11101/well=2.11
