ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Number of Spots 561 Good- per Cell 561  - Mean per Well	Nuclei Final - Spot Area [px²]- Sum per Cell 561  - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Mean - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Sum - Mean per Well	Nuclei Final - Number of Micronuclei - Mean per Well	Number of Analyzed Fields	Link
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B2	2	2	1	1	1413	166.760970093	0.911899344697	5.97239915074	172.322717622	875.840000124	155272.795471	0.165605095541	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.2
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B3	2	3	1	1	856	174.179800056	0.917393413971	5.23247663551	150.974299065	861.723100451	134903.606308	0.216121495327	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.3
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B4	2	4	1	1	1166	179.340980867	0.920545553298	6.21269296741	179.271012007	855.80573428	157562.091767	0.184391080617	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.4
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B5	2	5	1	1	750	182.917774222	0.921110015605	5.87466666667	169.426666667	923.817896541	162978.258667	0.473333333333	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.5
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B6	2	6	1	1	922	190.906381994	0.925102213112	6.07809110629	175.219088937	894.31207961	163060.536876	0.244034707158	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.6
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B7	2	7	1	1	1008	175.88819793	0.920279511669	5.56547619048	160.616071429	901.842781119	144072.631944	0.177579365079	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.7
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B8	2	8	1	1	989	163.601030308	0.915050408404	4.78665318504	137.997977755	996.099185353	142276.703741	0.192113245703	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.8
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B9	2	9	1	1	825	173.387257556	0.920393337388	5.44121212121	156.926060606	806.711843209	127220.710303	0.225454545455	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.9
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B10	2	10	1	1	834	172.950065291	0.91673678659	6.14748201439	177.200239808	863.997922031	156982.121103	0.229016786571	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.10
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B11	2	11	1	1	798	181.462256651	0.922819594053	6.18922305764	178.507518797	974.683517126	182518.867168	0.204260651629	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.11
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B12	2	12	1	1	1227	166.874306091	0.91161071043	5.76202118989	166.274653627	944.432938741	156351.608802	0.123879380603	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.12
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B13	2	13	1	1	943	171.166800996	0.915080823833	5.70201484624	164.520678685	808.99356758	135292.698834	0.173913043478	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.13
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B14	2	14	1	1	1037	178.243478721	0.911128085072	6.17164898746	178.170684667	861.883627087	158883.771456	0.186113789778	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.14
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B15	2	15	1	1	1185	160.087665318	0.909681219835	5.70886075949	164.720675105	888.811134107	146975.690295	0.199156118143	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.15
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B16	2	16	1	1	517	183.83519174	0.925450837197	6.44294003868	185.800773694	1038.11428898	195135.978723	0.441005802708	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.16
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B17	2	17	1	1	962	186.070376172	0.916751280952	6.29313929314	181.700623701	993.042141302	183192.491684	0.272349272349	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.17
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B18	2	18	1	1	946	174.926336464	0.915901486149	5.88266384778	169.782241015	911.217829032	156570.221987	0.223044397463	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.18
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B19	2	19	1	1	1061	171.168829922	0.911228942813	6.02639019793	173.909519321	849.897648337	149379.210179	0.198868991517	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.19
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B20	2	20	1	1	1034	180.45055929	0.917284554533	7.11605415861	205.135396518	923.956083298	185709.298839	0.220502901354	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.20
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B21	2	21	1	1	733	178.734903469	0.93183328652	5.9795361528	172.409276944	901.010710175	160339.626194	0.328785811733	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.21
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B22	2	22	1	1	1042	186.48970235	0.919230456107	6.19481765835	178.745681382	910.383682331	162389.246641	0.171785028791	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.22
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	B23	2	23	1	1	921	172.788370163	0.920091179465	4.1769815418	120.546145494	783.660007502	98097.9934853	0.218241042345	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=2.23
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C2	3	2	1	1	1262	170.574214237	0.907659237622	6.52852614897	188.335974643	993.435509689	183016.596672	0.180665610143	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.2
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C3	3	3	1	1	738	190.938465181	0.921582059019	8.11924119241	233.963414634	932.150734025	228067.821138	0.272357723577	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.3
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C4	3	4	1	1	1324	171.948644715	0.914128017361	5.88897280967	170.046827795	896.688891029	154089.51435	0.164652567976	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.4
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C5	3	5	1	1	894	185.098007556	0.913082643616	6.26733780761	180.785234899	851.509756247	155114.304251	0.209172259508	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.5
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C6	3	6	1	1	826	178.499697955	0.920572708442	6.57384987893	189.502421308	792.061278196	154905.283293	0.186440677966	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.6
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C7	3	7	1	1	710	167.605549829	0.915057071087	5.57323943662	160.521126761	913.807712927	154197.721127	0.252112676056	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.7
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C8	3	8	1	1	1098	178.984358707	0.913069013678	6.1621129326	177.783242259	796.818806453	144632.09745	0.201275045537	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.8
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C9	3	9	1	1	845	175.507793863	0.920919645421	6.70887573964	193.436686391	858.347040155	170825.336095	0.214201183432	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.9
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C10	3	10	1	1	1035	178.894412699	0.914790668595	5.26570048309	151.801932367	883.332478624	131728.17971	0.161352657005	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.10
230824_sgEpi_nFISH_Screen	10223	HT001457	10871	2023-08-28T21:40:32Z	10921	C11	3	11	1	1	1146	174.537654587	0.912134003189	5.78272251309	166.84991274	798.334280134	133170.893543	0.131762652705	16	http://columbus-sg.nci.nih.gov/browse/measurement/10921/well=3.11
