ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Number of Spots 561 Good- per Cell 561  - Mean per Well	Nuclei Final - Spot Area [px²]- Sum per Cell 561  - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Mean - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Sum - Mean per Well	Nuclei Final - Number of Micronuclei - Mean per Well	Number of Analyzed Fields	Link
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B2	2	2	1	1	1805	166.474822307	0.915078842952	6.03213296399	173.578393352	863.784768353	154251.58892	0.16620498615	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.2
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B3	2	3	1	1	1454	177.602603995	0.917799115394	6.06808803301	174.785419532	815.74759646	149726.515818	0.196011004127	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.3
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B4	2	4	1	1	1208	181.498706026	0.907818940807	6.26572847682	180.460264901	851.73618991	159296.826159	0.165562913907	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.4
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B5	2	5	1	1	765	186.473274405	0.913933170491	5.5045751634	158.716339869	882.236236242	141147.210458	0.197385620915	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.5
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B6	2	6	1	1	848	184.186559403	0.916452763997	6.04599056604	174.153301887	844.658183475	156381.411557	0.160377358491	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.6
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B7	2	7	1	1	822	182.174151943	0.904636703683	6.33333333333	182.288321168	789.661583528	155300.867397	0.184914841849	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.7
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B8	2	8	1	1	668	184.032179937	0.903517391166	7.07784431138	203.70508982	961.963754414	205048.537425	0.202095808383	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.8
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B9	2	9	1	1	1324	180.967628902	0.911600437398	5.83610271903	168.112537764	884.93779362	148637.67145	0.182779456193	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.9
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B10	2	10	1	1	912	176.489976307	0.881455410178	5.97368421053	171.994517544	874.862344056	159607.222588	0.228070175439	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.10
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B11	2	11	1	1	839	184.706518013	0.906448998078	6.25744934446	180.410011919	738.028067437	141590.853397	0.19547079857	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.11
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B12	2	12	1	1	1196	180.95145589	0.911314166616	5.97658862876	172.087792642	801.9296572	146268.551003	0.183110367893	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.12
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B13	2	13	1	1	1040	175.693103203	0.908685341252	5.60961538462	161.556730769	766.091797017	127336.944231	0.206730769231	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.13
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B14	2	14	1	1	970	171.537841706	0.902981650701	6.45360824742	185.780412371	811.63426024	161132.070103	0.192783505155	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.14
230922-sgEpi-nFISH	10301	HT001490	10951	2023-09-22T14:50:05Z	11001	B15	2	15	1	1	1382	174.76599173	0.911039747066	5.49710564399	158.338639653	759.360002549	124506.646889	0.220694645441	16	http://columbus-sg.nci.nih.gov/browse/measurement/11001/well=2.15
