ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Number of Spots 561 Good- per Cell 561  - Mean per Well	Nuclei Final - Spot Area [px²]- Sum per Cell 561  - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Mean - Mean per Well	Nuclei Final - Intensity Spots 561 Good BP600/37 Sum - Mean per Well	Nuclei Final - Number of Micronuclei - Mean per Well	Number of Analyzed Fields	Link
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B2	2	2	1	1	1401	171.867243149	0.915250799786	5.89578872234	170.120628123	872.24811116	150593.825125	0.13704496788	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.2
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B3	2	3	1	1	587	230.135362289	0.910387980713	12.4275979557	357.69165247	1080.84974807	403098.199319	0.270868824532	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.3
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B4	2	4	1	1	1118	183.495182963	0.915640017135	6.75849731664	194.835420394	916.884761781	186528.508945	0.16457960644	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.4
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B5	2	5	1	1	1184	186.053572914	0.923512368903	6.05405405405	174.669763514	796.527710552	144593.981419	0.172297297297	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.5
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B6	2	6	1	1	925	184.580480874	0.912331857385	6.31783783784	182.344864865	885.768272965	165196.157838	0.250810810811	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.6
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B7	2	7	1	1	1111	185.398645771	0.912698354834	6.03330333033	174.118811881	822.968681659	147399.949595	0.197119711971	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.7
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B8	2	8	1	1	977	187.720088818	0.917087790092	5.71238485159	164.68986694	739.575888535	126902.26305	0.14022517912	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.8
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B9	2	9	1	1	766	193.613301278	0.916748956364	6.31984334204	182.326370757	903.88266804	167609.718016	0.26501305483	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.9
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B10	2	10	1	1	868	180.043353061	0.91247712575	6.11175115207	176.399769585	795.755358823	142239.759217	0.178571428571	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.10
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B11	2	11	1	1	1318	186.087501886	0.912596724205	5.52731411229	159.560698027	751.411920103	122571.620637	0.16464339909	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.11
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B12	2	12	1	1	1062	177.801780782	0.915162663691	5.35875706215	154.722222222	818.714989064	128312.746704	0.148775894539	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.12
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B13	2	13	1	1	1132	189.033826436	0.914175673519	5.9019434629	170.380742049	753.100236383	134856.308304	0.156360424028	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.13
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B14	2	14	1	1	1154	182.858084288	0.912680499114	5.70710571924	164.616984402	866.305297961	144307.126516	0.17157712305	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.14
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B15	2	15	1	1	1397	193.121047992	0.915172078441	6.43020758769	185.607730852	735.720641292	141065.921976	0.141016463851	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.15
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B16	2	16	1	1	981	200.744555957	0.91688826813	6.30784913354	182.047910296	822.308101911	158531.525994	0.196738022426	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.16
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B17	2	17	1	1	1609	175.233969292	0.914537157298	5.74021131137	165.746426352	774.149784358	132992.169671	0.147917961467	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.17
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B18	2	18	1	1	1014	180.860111468	0.913911325806	6.14891518738	177.402366864	802.899418353	142114.232742	0.195266272189	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.18
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B19	2	19	1	1	1059	184.063981629	0.921797887054	5.83191690274	168.429650614	835.15280566	146246.034939	0.166194523135	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.19
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B20	2	20	1	1	1095	181.726891162	0.917762861696	6.25479452055	180.509589041	778.829319477	150076.157078	0.148858447489	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.20
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B21	2	21	1	1	1072	196.351124839	0.921743338529	6.38619402985	184.394589552	833.57380817	161077.899254	0.138992537313	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.21
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B22	2	22	1	1	1435	182.109715222	0.913504450045	5.89895470383	170.259233449	755.457784446	130199.543554	0.123344947735	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.22
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	B23	2	23	1	1	1372	179.32658622	0.917718694503	3.89504373178	112.487609329	782.48774327	93895.6268222	0.150874635569	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=2.23
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	C2	3	2	1	1	1524	172.088447416	0.910849060795	5.96062992126	172.104986877	780.306581379	139562.347113	0.124015748031	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=3.2
230824_sgEpi_nFISH_Screen	10223	HT001458	10876	2023-08-29T21:36:19Z	10926	C3	3	3	1	1	929	186.764744854	0.91632920588	6.5016146394	187.635091496	836.34906629	162347.638321	0.301399354144	16	http://columbus-sg.nci.nih.gov/browse/measurement/10926/well=3.3
